delegator,validator,bonded token
odin1y0u8tg6zqahzwc70kmuzxaj7fp3wxmvc9xsq4t,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,821909755
odin1y0u8tg6zqahzwc70kmuzxaj7fp3wxmvc9xsq4t,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,239903120
odin1l689d7v7ffjtsjzmj2clax86qxan0fjhdm8t9r,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,11009000000
odin1l689d7v7ffjtsjzmj2clax86qxan0fjhdm8t9r,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,11000000000
odin13ayecgdt7qz554eunlq3sk6rlrjthjy5sl8mga,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,12000000000
odin13ayecgdt7qz554eunlq3sk6rlrjthjy5sl8mga,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,1200000000
odin106h5juhmegsnr4sr5ukpg23ha3z7m4z60q35xj,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,500000000
odin106h5juhmegsnr4sr5ukpg23ha3z7m4z60q35xj,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,500000000
odin106h5juhmegsnr4sr5ukpg23ha3z7m4z60q35xj,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,500000000
odin106h5juhmegsnr4sr5ukpg23ha3z7m4z60q35xj,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,500000000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,17875000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1sxvwx7h6wp4hcn3rh2xtl8mv6w0w9mvudd6e3j,5250000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,2245000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,1965000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,500000
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,333700
odin122hjrmj8k2f0lc0m8nepdysgx9f2gan27gjrty,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,100000
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,1283010680
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1099950000
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,800000000
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,645956777
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,360795864
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,195256636
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,154645385
odin1clec6nh2cw4df3eew4jzssq859w9rpg2dr5hch,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,133687761
odin1mf7wu6alar2z7drz9ez5lsy56e3xjeex28hr43,odinvaloper1agc625vf57femlvg7aupvuje8v73swlmv6watw,270000000
odin1mf7wu6alar2z7drz9ez5lsy56e3xjeex28hr43,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,250000000
odin1mf7wu6alar2z7drz9ez5lsy56e3xjeex28hr43,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,198000000
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,4999600000
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,3799999999
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,3663367227
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,2514000000
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,2000000000
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,1998000000
odin1gzlkd2wgg0kaf66azkpacg6vtlcy25f7z0nzxg,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,1000000000
odin1xwnndwmczx3ytsv94pt6h5xhfhelpvszan38fq,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,2500000000
odin1xwnndwmczx3ytsv94pt6h5xhfhelpvszan38fq,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,2500000000
odin1xwnndwmczx3ytsv94pt6h5xhfhelpvszan38fq,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,2499750003
odin1xwnndwmczx3ytsv94pt6h5xhfhelpvszan38fq,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,2499750000
odin1xwnndwmczx3ytsv94pt6h5xhfhelpvszan38fq,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,2375000393
odin1z7eav6qqa90fqwh6pgrchx7cpj9gz96jeslm4n,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,1290674000
odin1z7eav6qqa90fqwh6pgrchx7cpj9gz96jeslm4n,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,1250000000
odin1z7eav6qqa90fqwh6pgrchx7cpj9gz96jeslm4n,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,1200000000
odin1es2xrnjud7a0l9gw6lmluz3t2tf99zel08qcl7,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,5987000000
odin1es2xrnjud7a0l9gw6lmluz3t2tf99zel08qcl7,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,549000000
odin1es2xrnjud7a0l9gw6lmluz3t2tf99zel08qcl7,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,561419
odin1f08feulcjkpvdthchmrx5rrg6ystxwpzh79umg,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,8014205609
odin1f08feulcjkpvdthchmrx5rrg6ystxwpzh79umg,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,7195000000
odin1j3jq465aqsn8r600a2prj4vrp0pfzdhrmmjucs,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,44000000
odin1j3jq465aqsn8r600a2prj4vrp0pfzdhrmmjucs,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,44000000
odin1j3jq465aqsn8r600a2prj4vrp0pfzdhrmmjucs,odinvaloper1sxvwx7h6wp4hcn3rh2xtl8mv6w0w9mvudd6e3j,33000000
odin1j3jq465aqsn8r600a2prj4vrp0pfzdhrmmjucs,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,33000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,22000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,22000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,1000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,1000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,1000000
odin1xecaqps7memq5l5z546slk93zhxnx5dqhfcxck,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,1000000
odin1hh687mkyejjs0tqmkr6e7drna9vqwldnjfpew0,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,1204898120
odin1hh687mkyejjs0tqmkr6e7drna9vqwldnjfpew0,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1203400000
odin1hh687mkyejjs0tqmkr6e7drna9vqwldnjfpew0,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1201950000
odin1rs8ag8xqsyzlymt5599rl4a8kmqtt3nctqv9yy,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,400000000
odin1rs8ag8xqsyzlymt5599rl4a8kmqtt3nctqv9yy,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,100000000
odin1e2h92rpz4vwthzss79k0hta8mgtk65h4wdllfq,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,29000000
odin1e2h92rpz4vwthzss79k0hta8mgtk65h4wdllfq,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,20000000
odin15hr8840fk426xhh4x6v4lh5a5uyahqa7vzhfn4,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,1065000000
odin15hr8840fk426xhh4x6v4lh5a5uyahqa7vzhfn4,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,159856057
odin1u5v3pkvueyq2g984f4fmksv36tkch66n2zj6q7,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,322000000
odin1u5v3pkvueyq2g984f4fmksv36tkch66n2zj6q7,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,266101778
odin15a434j55nj6mejw4syflw8q20nyz9epasnatkv,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,21460000000
odin15a434j55nj6mejw4syflw8q20nyz9epasnatkv,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,1140000000
odin1n7evdg0hq4jmmucu0h9n74mdjhr3uee949lfem,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,14222000000
odin1n7evdg0hq4jmmucu0h9n74mdjhr3uee949lfem,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,673000000
odin1nd86lwg7se890hau65eeq6ru9cxunc53zav0uh,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,37511622
odin1nd86lwg7se890hau65eeq6ru9cxunc53zav0uh,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,37277117
odin1mcxmcdlet6y0652692d933kzw30wvenaatjqfv,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1896000000
odin1mcxmcdlet6y0652692d933kzw30wvenaatjqfv,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,835167
odin1ng7nu0yqg4vl747khhez4j383d8e9ehhp45u6j,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,666074
odin1ng7nu0yqg4vl747khhez4j383d8e9ehhp45u6j,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,0
odin1nkx2vltkhmc7gmv4m8q6pnn2an8n9x2t8c2cpx,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,21280873
odin1nkx2vltkhmc7gmv4m8q6pnn2an8n9x2t8c2cpx,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,6610000
odin16fc30wdutyrasfswykfhutekem7l9g097c9l9h,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,9999
odin16fc30wdutyrasfswykfhutekem7l9g097c9l9h,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,6750
odin16fc30wdutyrasfswykfhutekem7l9g097c9l9h,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,0
odin1krkj6fl03cxg6pcadmp5m8p3dvzuek2jnwy680,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,5094502303
odin1krkj6fl03cxg6pcadmp5m8p3dvzuek2jnwy680,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,2476231946
odin1krkj6fl03cxg6pcadmp5m8p3dvzuek2jnwy680,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,2255272977
odin1krkj6fl03cxg6pcadmp5m8p3dvzuek2jnwy680,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,800000000
odin1krkj6fl03cxg6pcadmp5m8p3dvzuek2jnwy680,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,200000000
odin1s7j0tc7p7s5sy7ce2vks06plgr75g2tuspyjsl,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,300000000
odin1s7j0tc7p7s5sy7ce2vks06plgr75g2tuspyjsl,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,200000000
odin1u427a3nd6ghmnnc7emayrx7zvmedmxlqq6z054,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,895547
odin1u427a3nd6ghmnnc7emayrx7zvmedmxlqq6z054,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,7344
odin1u427a3nd6ghmnnc7emayrx7zvmedmxlqq6z054,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,2731
odin1u427a3nd6ghmnnc7emayrx7zvmedmxlqq6z054,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,1276
odin1u427a3nd6ghmnnc7emayrx7zvmedmxlqq6z054,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1005
odin1qqzs83d0nwlq0nhxztlely3qmr7x5wn8uv925e,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,9014007671
odin1qqzs83d0nwlq0nhxztlely3qmr7x5wn8uv925e,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,8617063048
odin1qqzs83d0nwlq0nhxztlely3qmr7x5wn8uv925e,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,8403101479
odin175swzkpwlylcxwduazdxs58v3cyxnzrdkyr8vf,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,45000000000
odin175swzkpwlylcxwduazdxs58v3cyxnzrdkyr8vf,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,26700000000
odin175swzkpwlylcxwduazdxs58v3cyxnzrdkyr8vf,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,14999999999
odin13epnue9hlflgf5cjdw7d4lkdkczj4qwyd2xcp4,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,1
odin13epnue9hlflgf5cjdw7d4lkdkczj4qwyd2xcp4,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,1
odin1vt5pau84r5k9ceyec8yvd755fem2xmwqxd46ma,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,46000000
odin1vt5pau84r5k9ceyec8yvd755fem2xmwqxd46ma,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,42000000
odin1yuqpm2jgwvqenkds2ypjwa52crssll9dzhpmfx,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,400000000
odin1yuqpm2jgwvqenkds2ypjwa52crssll9dzhpmfx,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,400000000
odin1x734td6ehd3jmqh7ym42ngf037xx8vcfmtg5cw,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,5530999999
odin1x734td6ehd3jmqh7ym42ngf037xx8vcfmtg5cw,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,1000000
odin12fpjt0lne3ew76p68vkdpf6pczv83h7q4kc37r,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,4033765000
odin12fpjt0lne3ew76p68vkdpf6pczv83h7q4kc37r,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,1913629999
odin1nux570l354h8m35uz2su30zjazwckj37mgh4wy,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,3500000000
odin1nux570l354h8m35uz2su30zjazwckj37mgh4wy,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,2065000000
odin1nux570l354h8m35uz2su30zjazwckj37mgh4wy,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,872450000
odin12tphd46kak69mxa72vkyrpwg27sl7tnrvsy47e,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,147600000001
odin12tphd46kak69mxa72vkyrpwg27sl7tnrvsy47e,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,50000
odin1s47d4j4swvzua90aatghtqg490702wpnq4eled,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3673850000
odin1s47d4j4swvzua90aatghtqg490702wpnq4eled,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,439400000
odin1s47d4j4swvzua90aatghtqg490702wpnq4eled,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,287000000
odin1s47d4j4swvzua90aatghtqg490702wpnq4eled,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,11450000
odin1s47d4j4swvzua90aatghtqg490702wpnq4eled,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,2710
odin1eg7fv5fu3g579hs6g8c378uc0cjkq87yahe9s2,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,24335000159
odin1eg7fv5fu3g579hs6g8c378uc0cjkq87yahe9s2,odinvaloper1dtjflhhejdnw6frxqqwczpttt8jr3p7qf0el0v,105000000
odin1v50hjjy3p8rcmrss4es2apzarufsdafl6kfyzv,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,39999999
odin1v50hjjy3p8rcmrss4es2apzarufsdafl6kfyzv,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,211
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,3100000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,2000000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,1800000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,1400000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,1000000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1000000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,1000000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,900000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,742500023612
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,550000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,500000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,300000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,250001000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,250000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,250000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,249999000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,249950002572
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,200000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,200000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,200000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper10p5ry5ws70jfn62fjw3pa6nfxrut5p2ct3akjw,200000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,199980000006
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1fupf80rhes3vu25vgjsk6sp8t68urpldecak8y,100000000000
odin13jgurnd72ftvy79tjtl3s8e6xvsuupwreft506,odinvaloper1x7s0jhpx8zjtcj93wsnt879muwh0hqeszp278y,100000000000
odin16ay0lmtn0r9qzqprrh3ga5ydv65khddpw2k2eu,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,5330000000
odin16ay0lmtn0r9qzqprrh3ga5ydv65khddpw2k2eu,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,4500000000
odin1r8646qs0x63q4szsmkck6hh303rqf3gz6vhk6f,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,1000000000
odin1r8646qs0x63q4szsmkck6hh303rqf3gz6vhk6f,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,101000000
odin10c9zjk4vkhkqr3h50a74ehkgtswknk8a0l4jtf,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,10979000000
odin10c9zjk4vkhkqr3h50a74ehkgtswknk8a0l4jtf,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,5000000000
odin10c9zjk4vkhkqr3h50a74ehkgtswknk8a0l4jtf,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,4225000000
odin1fsgfsyq34e2kzm43898u009n89cgu44xcxdyyt,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3022000000
odin1fsgfsyq34e2kzm43898u009n89cgu44xcxdyyt,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,2000000000
odin1fsgfsyq34e2kzm43898u009n89cgu44xcxdyyt,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,2000000000
odin1fsgfsyq34e2kzm43898u009n89cgu44xcxdyyt,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,2000000000
odin17sw35humep88cmeswdyxx5axc2uzct0ltclz4v,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,5687948101
odin17sw35humep88cmeswdyxx5axc2uzct0ltclz4v,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,4348
odin1vwrf4xak0jek09f7wshcap9ysu52m346axvpc7,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,1100000000
odin1vwrf4xak0jek09f7wshcap9ysu52m346axvpc7,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,1000000000
odin1vwrf4xak0jek09f7wshcap9ysu52m346axvpc7,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,1000000000
odin1vwrf4xak0jek09f7wshcap9ysu52m346axvpc7,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,1000000000
odin1vwrf4xak0jek09f7wshcap9ysu52m346axvpc7,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,700000000
odin19w4vj94s58zthev6xe860c5ewya59kw7sug8pd,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,13100988679
odin19w4vj94s58zthev6xe860c5ewya59kw7sug8pd,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,700000000
odin15ej4qax4eqd2tsst7vzv6l5x8uja9jfmnxptee,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,3404797797
odin15ej4qax4eqd2tsst7vzv6l5x8uja9jfmnxptee,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,3337402564
odin15ej4qax4eqd2tsst7vzv6l5x8uja9jfmnxptee,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3257999999
odin15ej4qax4eqd2tsst7vzv6l5x8uja9jfmnxptee,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,0
odin1xssqr76amz0feeveux05fg9a9pxqjx6r32dzju,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,10000000000
odin1xssqr76amz0feeveux05fg9a9pxqjx6r32dzju,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,7288600000
